site,player,n_hands,m,sd,bb100,se,lo,hi
ONG,GC3wAb64nieD1ifuFCJk1g,8762,0.5448649442429222,11.578134266048814,54.48649442429222,12.369067431653813,30.243122258250747,78.72986659033369
PTY,DvIIkvFDAbYHlruNLbc4bg,26826,0.5215853432515123,9.612680571849877,52.15853432515123,5.869032992348274,40.65522966014861,63.661838990153846
PTY,EKNGmXlmV0Hwu1SULuOQuA,8117,0.508058289585258,10.405942400108659,50.8058289585258,11.55004415844659,28.167742407970483,73.44391550908112
PTY,shirY8xGfBJJeyhfh5r3lw,5646,0.49478643146989154,10.279691382880342,49.47864314698916,13.680741583388546,22.664389643547608,76.2928966504307
PTY,JgSSxWKK+SJOzPeJAUgBAg,5654,0.47631562195786153,9.746575500884713,47.63156219578615,12.962063636980146,22.225917467305067,73.03720692426724
PTY,4LAD8Gn+dSDRaswNeDi/3A,9158,0.47216798939489335,10.382136084833492,47.21679893948934,10.848917272622595,25.95292108514905,68.48067679382962
ABS,X+u4T/E5ANkyZLKm1YjqwQ,10032,0.447562826789568,16.96341206899068,44.7562826789568,16.93633557596228,11.561064950070737,77.95150040784287
PTY,Z8SMtbowaR83cWd6FAIhVQ,6497,0.4472523228421163,11.239084672993641,44.72523228421163,13.943586966607166,17.395801829661583,72.05466273876168
PTY,GmLeWhhd4zi1Crmcc6sOJg,7937,0.4320153393545063,9.528573799759148,43.201533935450634,10.695466008679581,22.238420558438655,64.16464731246262
PS,aWEBY561Na803Zn/YuCHVg,8380,0.42219958384487966,7.980677712740618,42.21995838448797,8.7180180436467,25.132643018940435,59.3072737500355
ONG,vpd3Q5U0oKbzwfELlaKuww,13341,0.4206892290558828,11.001825093713565,42.06892290558828,9.525121940133566,23.39968390292649,60.73816190825007
PTY,qbjs2JtMJf9AuonbWwISOw,7409,0.4201365545440306,7.772465777455785,42.01365545440306,9.029818501196935,24.315211192057063,59.71209971674905
ONG,rPD4nxZcCMMtDra6guHqqA,6345,0.41917493959714147,13.91745718269996,41.91749395971415,17.472058721990706,7.672258864612367,76.16272905481594
PTY,5MkrFJ5iDB7sK7cd7JMRnA,8890,0.4173620913207062,8.624026951334919,41.73620913207062,9.146590263608546,23.80889221539787,59.66352604874337
PTY,MLP9SyXoLNKkAnZkEUQtWQ,8806,0.4156057657896051,10.86499032566152,41.560576578960514,11.578172171562246,18.867359122698513,64.25379403522251
PS,GH9LYGHkTiNqQMmDTOgG2Q,13856,0.40926990228948157,9.058353125991147,40.926990228948156,7.6953842413727696,25.844037115857528,56.00994334203878
PTY,Vv3ekXMUoegwLZ4dzq9mYg,6960,0.3976174072544465,10.530802215679163,39.76174072544465,12.622832994047826,15.020988057110916,64.5024933937784
ONG,SDPBYa7Uf4G7foKyTzzU+w,6075,0.3935728744187473,10.2691523880513,39.357287441874725,13.175328656868237,13.53364327441298,65.18093160933647
PTY,02yWtiT4/p4FpY43GMkjmw,7762,0.3906640892128943,12.077271048169465,39.06640892128943,13.70824930128382,12.198240290773143,65.93457755180572
PTY,9haQ/qX2HFQ5Bf0D8Wknug,16954,0.38171160132917,10.103667654575979,38.171160132916995,7.759664831538828,22.962217063100894,53.380103202733096
FTP,njQNforFFxikcV0dFLy3pw,5380,0.37157667264979344,9.78455988710599,37.157667264979345,13.33982578655155,11.011608723338306,63.303725806620385
ONG,K2Pr0wL3zw8i5TlVS9F+cw,7429,0.3662250897569938,10.952517301254733,36.62250897569938,12.707167912132581,11.716459867919525,61.52855808347924
PS,fNti9YuyErjrrBIUhdVa/A,5316,0.365570129522531,7.7858515463197895,36.557012952253096,10.678583122863628,15.626990031440386,57.48703587306581
PS,bwxHnHrX5U30W1lnhAOqNA,9983,0.3620127133874339,7.632499460515406,36.20127133874339,7.638995368513864,21.228840416456215,51.17370226103056
PTY,cA+Iy1ZcVbiCrJ9zoUEMGQ,9289,0.3609339872900297,7.480553871618106,36.09339872900297,7.761564545389646,20.880732220039263,51.30606523796668
PS,h/U5Ea7Y+Jkemx4LN9SFWg,6452,0.3582544194041334,7.657103161151107,35.82544194041334,9.532730579149566,17.14129000528019,54.50959387554649
PTY,myJbOhTYv/R/XgZEHZSoEw,8610,0.3517516872496209,8.062606780299049,35.17516872496209,8.689082159422759,18.144567692493485,52.2057697574307
PTY,C8sK+WUl3Tw15iXMp/DcIA,5477,0.3510246630020063,7.574359791955568,35.10246630020063,10.234686879225025,15.042480016919583,55.16245258348168
ABS,9iP7+rPC/bWJQ9wOkbpE8w,5954,0.35021103687239025,15.96242062372323,35.02110368723903,20.68684857613323,-5.525119521982106,75.56732689646016
ONG,1uU/0Cf6DACEea9IL96S1w,8427,0.34857086706395973,11.254805785296265,34.857086706395975,12.260311603429727,10.82687596367371,58.887297449118236
PS,lwSPJc0+lIm7z4+ybvlVXQ,11003,0.34853366490358345,8.65197099157662,34.85336649035835,8.248205985022215,18.686882759714806,51.01985022100189
PTY,eGrc5f50Hr6lXG9UfRvEjg,14532,0.3420864022481738,8.516523187422388,34.20864022481738,7.064796206957838,20.361639659180018,48.055640790454746
FTP,l5gUGCovRUP56UHG7xQ8NA,6169,0.33979251398406785,7.631560219326788,33.97925139840679,9.716412642183528,14.935082619727073,53.02342017708651
ONG,2HBiQhFpe1uYFM7n3B1O0A,5435,0.3348050494298764,11.78791601166619,33.480504942987636,15.989587452346013,2.1409135363894514,64.82009634958582
PTY,9MFSCjySLjZOYpIqTBkijA,6531,0.33023143433578583,8.258204545037247,33.02314343357858,10.218703396633353,12.99448477617721,53.051802090979955
ABS,ZvUzSVOOKZwfU5rLMFTUFg,6467,0.32470012584636954,20.305646733817813,32.470012584636955,25.25023333981646,-17.02044476140331,81.96046993067722
PS,K4zNK4CwpTxdZKecGIin6w,5096,0.32464416572397203,11.408032027189053,32.464416572397205,15.980708219320999,1.142228462528049,63.78660468226636
PS,K9BiEdGF/r+JWL6h4ws/Hg,8935,0.3236500140302463,9.838244024731276,32.36500140302463,10.408072578874478,11.965179148430654,52.76482365761861
PTY,X/VpMy37bJjutP9nStPZDg,7303,0.3158511915475622,7.620894462695394,31.58511915475622,8.917750079568249,14.106328998802454,49.06390931070999
IPN,RdoxhIgdsPeeEDfQtPAazA,7054,0.312337326570851,4.682582128008396,31.2337326570851,5.575292738540202,20.306158889546303,42.161306424623895
PS,p/aReKdeU9LHD7evGw7GVQ,5258,0.3079564507126797,8.899478492905645,30.79564507126797,12.273099834465908,6.74036939571479,54.850920746821146
PS,0cD+QBSgg7iaTi47fEwvFQ,6342,0.3078577361932804,6.689279548060946,30.78577361932804,8.39974741628424,14.322268683410929,47.249278555245155
ONG,RPvcrPNAkzCQQMiF4CgJwQ,6351,0.3071668818890708,11.789094370884225,30.71668818890708,14.793106634974839,1.7221991843563984,59.711177193457765
ONG,Ba4WLBMcli6Io15AsUdHfQ,5978,0.2985393665939714,9.410902546658539,29.85393665939714,12.171758328502404,5.997290335532426,53.71058298326185
ABS,DkWRW5c+y44NWqhXlfqRNA,6140,0.2975454964781186,13.561600034625068,29.754549647811864,17.307197364608058,-4.167557186819927,63.676656482443654
PS,+8IRQMv2G9auUkEymAQt+A,5886,0.2975433250440451,10.45912461185742,29.754332504404513,13.632804550629599,3.0340355851705,56.474629423638525
ABS,sCsQGI0NrzNv63rboTnKiA,5758,0.289859933918714,9.195355229289664,28.9859933918714,12.118048351700823,5.234618622537788,52.73736816120501
ONG,1lYakO7Y0QZSzs+NZ4+Tcw,6041,0.28978066524884455,9.461285068766559,28.978066524884454,12.172946410842632,5.119091559632896,52.837041490136016
PS,bYlyZfBRCGzQ1GLogp5nlg,5203,0.28953560889288127,8.460184683422519,28.953560889288127,11.728782445197579,5.965147296700874,51.94197448187538
ABS,7UMWp9LYV/jRp2xl0e0gmA,6596,0.2863405450098126,10.039226925686423,28.63405450098126,12.361180485613778,4.406140749178256,52.861968252784266
IPN,FvjmXM8L0rWcIX/eKMbICQ,17536,0.2840043431161529,6.862618394949167,28.400434311615292,5.182324238103587,18.24307880493226,38.557789818298325
ABS,4mVkxlh9h189uiv0Cg1fFQ,5263,0.2838759290151059,10.722555533943112,28.38759290151059,14.78024452801739,-0.5816863734034925,57.35687217642467
ABS,L4t/lZDRnnvXVO2dchlKTA,7147,0.2812508745117673,12.614079906477127,28.12508745117673,14.920854202943666,-1.1197867865928544,57.36996168894631
PS,BaTYtqErxLXYwPz1hEgWHQ,10427,0.28088444175786925,7.995860761289192,28.088444175786925,7.830428637923649,12.740804045456573,43.43608430611728
FTP,/H3Z7hvoQlU4gvP+qPfT8Q,5762,0.2787371318191238,10.96526608676894,27.87371318191238,14.445498978529978,-0.4394648160063781,56.186891179831136
ONG,1g14Ciu2ZbbMmfkXLsO3qQ,10498,0.27847707157773244,11.420463586256492,27.847707157773243,11.146292849188596,6.000973173363597,49.69444114218289
FTP,rx3FfBI4UbUxiCnQPiaT0Q,7423,0.2770051378578602,9.728462881400853,27.70051378578602,11.291574282808241,5.569028191481866,49.83199938009017
ABS,uRZ/nkWHmb5GY/JoaUxtoA,5630,0.2767595041700396,14.760027998243947,27.675950417003957,19.67129647453989,-10.879790673094224,66.23169150710214
ABS,xazkCVVGS7KngvEkbnvMGQ,6632,0.2743248660634165,14.610461586627933,27.432486606341648,17.940794761330114,-7.731471125865376,62.59644433854867
PS,ydxhYTTrK2wGw9BYPL0sAg,6168,0.27315316893505814,7.093028771108928,27.315316893505816,9.03149277711276,9.613591050364807,45.01704273664683
IPN,shfwDmjQANEC5wMgZe1lDA,5486,0.27117663006951154,5.639385831552364,27.117663006951155,7.613842823876057,12.194531072154083,42.040794941748224
PS,1ScqYmNf7/uWx1XSBgPTBw,8440,0.2681270797834048,6.9519280058278925,26.812707978340477,7.5671796162015115,11.981035930585515,41.64438002609544
PTY,WcMjYK9+Bri6zRQ8S+vxtg,6245,0.26713088928841894,9.900387516916794,26.713088928841895,12.52812196013726,2.1579698869728645,51.268207970710925
IPN,a8JKkm9goRvXeDSL7Yveaw,11311,0.2667667765314262,5.116410469487021,26.676677653142622,4.810773142675292,17.24756229349905,36.105793012786194
ABS,/Xy8BjtcwvEreEmyTKbwnA,5153,0.26524613524177876,11.42574706323395,26.524613524177877,15.916755110652197,-4.672226492700428,57.72145354105618
FTP,qG7ZYjYAQasvXRlwyON8Gg,6537,0.2591947733721795,13.27573653501144,25.91947733721795,16.419857452190282,-6.263443269075005,58.1023979435109
PS,tHdgwz4Vd+UDV5ThrPEBVw,7038,0.2549505079414936,9.129053310547041,25.49505079414936,10.881809329892823,4.166704507559427,46.8233970807393
IPN,Ah+ZmORovN/Y5GFkfiCFDA,13329,0.25483157486450164,6.9751998120114,25.483157486450164,6.041682086795467,13.641460596331049,37.32485437656928
PTY,5M5I9/Ca3bbNphQNnrDceA,6956,0.24974492920590474,8.28179123309052,24.974492920590475,9.929891244191483,5.5119060819751695,44.43707975920578
PS,E4G7x4pJgm/G68SG+wJVFA,5057,0.2491412899882892,10.710757251518816,24.914128998828918,15.061689828710069,-4.606783065442816,54.435041063100655
PTY,iv3F5Nfys2jHNHLe8Jwmpw,7905,0.24854673890940077,11.236711004167422,24.854673890940077,12.638288771144722,0.08362789949642035,49.625719882383734
PTY,0slr4kMbm32op6MShNrmow,9142,0.2476432978865668,10.055255347422179,24.76432978865668,10.516530731158802,4.151929555585429,45.37673002172794
PTY,PhyZhFknE6GMR9/5z6Seyg,5553,0.24676373359382786,12.304068959900885,24.676373359382787,16.51143882426772,-7.686046736181943,57.038793454947516
PTY,8uA0Ih6ZK4CozfeCyMQpNA,6558,0.24582398934025668,8.303403250523964,24.58239893402567,10.253459575849373,4.485618165360897,44.67917970269044
PS,qkmUnVVXM/WHiYk+TaQ7xA,5485,0.24279762503360766,9.305706278623056,24.279762503360764,12.564957517573317,-0.34755423108293826,48.90707923780447
PS,81y7znxoJuwErnNB122kvg,5127,0.2427862345378883,9.61938126599837,24.278623453788832,13.434313531683136,-2.052631068310113,50.60987797588778
FTP,s5zEWaiZStt3RfJ99o03qw,8771,0.24233458164143679,13.438689294985824,24.233458164143677,14.349354256660254,-3.89127617891042,52.35819250719777
ONG,T876Xy4X1q/eHcZ1+/FE9A,8425,0.2409821951221288,13.143322611164312,24.09821951221288,14.31924808053346,-3.9675067256327026,52.16394575005846
PTY,Nf6/KCtr6t0CO12JmpjEiw,37989,0.2409583994758211,8.29964748519134,24.09583994758211,4.258245694515811,15.749678386331121,32.4420015088331
PTY,svH7x+Oa+CamROZNoG+gQg,5932,0.24067425336600837,12.839622684036067,24.067425336600838,16.670617625739716,-8.606985209849004,56.74183588305068
FTP,8k6Ovwn5WtYQdn7SxloQyw,7140,0.24003548803074018,8.4887040899173,24.00354880307402,10.045979527080153,4.31342892999692,43.69366867615112
PTY,oXE3Nb3qZWM3Eh9pVfaCBg,5209,0.2392150190168801,8.611508189912335,23.92150190168801,11.931692167914726,0.5353852525751499,47.30761855080087
PTY,06xC+7+D7J06HWvZGO4+0w,6129,0.23833931366011785,8.543364504018406,23.833931366011786,10.912747971044062,2.4449453427654255,45.22291738925814
PS,h6irVXIU+qSqOykx1h7Nkw,6940,0.23831472148318972,9.177027056517998,23.831472148318973,11.01595813862357,2.2401941966167733,45.422750100021176
IPN,VT2rW3a4gE6htzh0Vdb/3Q,10629,0.23789787399027487,5.401570950344348,23.78978739902749,5.239307416710384,13.520744862275137,34.05882993577984
FTP,6nQeypJWlYOI+hWEwpFQtA,7200,0.23758646489948862,11.751188941359972,23.758646489948863,13.848908979066671,-3.3852151090218108,50.90250808891953
ONG,i5/CS33dYqdtQJJXVeosSg,5675,0.23743413655440188,13.876644751981178,23.743413655440186,18.42050521736264,-12.360776570590588,59.84760388147096
PTY,Vk+YJ8/6R0eRD/lgiI0cvQ,9151,0.23564189594532509,7.4600776536925215,23.564189594532507,7.798463979001294,8.27920019568997,38.84917899337505
IPN,PL4YTMVIaUd/b4yWS4ljyw,6572,0.23459373186872415,6.62458031234115,23.459373186872416,8.171646897463562,7.442945267843836,39.475801105901
IPN,bvJLGCKzIBmrU6r77kRt9Q,9090,0.23059768921995846,4.517077876274397,23.059768921995847,4.737788139839747,13.773704167909942,32.34583367608175
PS,7SUIdtQak1SCtldWHjwnFA,5119,0.22987693012441873,7.306055104162363,22.987693012441873,10.211519680082302,2.973114439480561,43.002271585403186
PS,ZfGPuJkJxuxFoAGFI+5X8g,7684,0.22776179729181767,6.414073027672811,22.776179729181766,7.317120753563372,8.434623052197558,37.117736406165974
FTP,0kD+/HO16UDiRmi8co9P5g,7078,0.22705083948884536,6.535887887395231,22.705083948884536,7.768717243738965,7.478398151156165,37.93176974661291
FTP,zhyU7SArGB6jAs0azJKP+w,5492,0.22627321879249893,5.757983391914949,22.62732187924989,7.76971598061742,7.398678557239748,37.855965201260034
PTY,6Qr4Z289q2rED/mEU10BlQ,13703,0.2252880054659446,13.145026217841918,22.52880054659446,11.229324389329383,0.5193247435088715,44.53827634968005
ONG,GMm8v1zZrSUtLAVqrLcBFg,28759,0.22508200597566064,8.013599739467136,22.508200597566063,4.725423712055243,13.246370121937787,31.77003107319434
PTY,FwzUnOJPKOhd1Er3UqmrpA,5346,0.22307192659638947,11.559108332884817,22.307192659638947,15.809198656515791,-8.678836707132003,53.29322202640989
PS,YKibj0mN2R9ZSlJhn9G4fA,6589,0.22244915975596136,8.329639276012761,22.244915975596136,10.261632104170035,2.132117051422867,42.357714899769405
IPN,4sooIhPJQdbWColpEoUiPw,7531,0.22063138926271392,4.116039466459721,22.063138926271392,4.743000894126111,12.766857173784215,31.359420678758568
ONG,A/TGF4lBolxiRd8p3jWToA,7536,0.22017565870216618,9.62775152579743,22.017565870216618,11.090584332276451,0.2800205789547725,43.75511116147847
PTY,CkhjmDsHCoSdtYXXeor/Sw,6050,0.22015903821168853,9.729705765664358,22.015903821168852,12.508983501547485,-2.50170384186422,46.533511484201924
ABS,2/BS68DIlmXLv2unkYMPpw,10500,0.21642119156853074,11.068465818462329,21.642119156853074,10.801716599665731,0.47075462150824166,42.813483692197906
IPN,VKfX+Ykr5DM1GY03BzIxJQ,14973,0.21638115486735326,4.62227642394758,21.638115486735327,3.7774741542503336,14.234266144404673,29.041964829065982
PTY,3+mO7o1CuoVFTjkgmJ9uYQ,10384,0.21577522776251765,8.724835177463317,21.577522776251765,8.561993457506956,4.79601559953813,38.3590299529654
PTY,MUsS7pTGPan5F0l+LQP92A,12126,0.21576657564027973,7.391023706756647,21.576657564027972,6.711905192473181,8.421323386780537,34.73199174127541
PS,jHMZeL9i165iVMs/x+M3tg,5734,0.2157333479206041,9.514102006845294,21.57333479206041,12.564319139764903,-3.052730721878799,46.19940030599962
FTP,IuJFkLuimg7IxcYUOdBIig,12336,0.21464811572587617,12.158474004031332,21.464811572587617,10.946918637137472,0.008851043798173919,42.92077210137706
PS,mmKSbcnUp+O6DauIv+IhUA,6914,0.21440049323248214,7.369413858466466,21.440049323248214,8.862745106376039,4.069068914751178,38.81102973174525
PS,LVxf1UcSaxGPHDLpOo7cag,5055,0.21317334144452676,6.9882669509073745,21.317334144452676,9.828990304191459,2.0525131482374164,40.582155140667936
PTY,arOLidNrZBNe2JkayPbKlg,6086,0.21256671167360425,9.922892349671363,21.256671167360423,12.719566371831405,-3.673678921429129,46.187021256149976
IPN,Ua4hhREEU72pR1C4GW7vKg,7790,0.211958387819273,4.531170398182194,21.1958387819273,5.133832153162531,11.13352776172874,31.25814980212586
ABS,tJqKz8R9zTnPXdi85VHfKQ,5960,0.21177796635764257,12.721009875919648,21.177796635764256,16.4777708846674,-11.118634298183846,53.474227569712355
PTY,g+02Vc2r+65r0MtAglCNjQ,10369,0.21133131662660135,10.025269457696508,21.133131662660134,9.845269688000199,1.8364030741797421,40.429860251140525
PTY,u9HjaB9Ay09gj9LVRCCOWw,5666,0.20980574045970674,9.20783009438253,20.980574045970673,12.232606678927528,-2.9953350447272804,44.95648313666862
PS,HIB2XUh3SaI9715UZp2aOg,5034,0.2092848628675021,8.310023589101043,20.92848628675021,11.712393394242076,-2.027804765964259,43.88477733946468
PTY,pZmVTcS5aRnQ0/BoQ5xOkw,5266,0.209157302438013,8.92332619856193,20.9157302438013,12.29663669136292,-3.1856776712700245,45.017138158872626
ONG,kWbWcdfpdc5UO6yfRBgrHA,6494,0.20886998015596733,10.650377065324243,20.886998015596735,13.216268150094047,-5.016887558587598,46.79088358978107
IPN,AvTv+7Gw9qYMiRqxKp3g6Q,15409,0.20866418887456548,4.364229661354831,20.866418887456547,3.5157692962702862,13.975511066766785,27.75732670814631
ONG,gf5WVadTkOCAeOu00YrxGQ,7076,0.20762533985866458,8.312151063106635,20.762533985866458,9.881423556815724,1.3949438145076378,40.13012415722528
ABS,KvLqxGona8EuXZjCjHggng,5050,0.2076107246738554,12.444895410499576,20.761072467385542,17.512395710505558,-13.56322312520535,55.08536805997643
PTY,+kdenfZ/CrWN8J0adPzvYQ,6249,0.20674411984091093,9.270473277707858,20.674411984091094,11.72726243663857,-2.3110223917205026,43.65984635990269
PS,+TAzR0ZTILUBuyqnOz8ZhQ,5405,0.20612210915436852,7.966456768952039,20.61221091543685,10.835959036284882,-0.6262687956815185,41.85069062655522
ABS,T39pL39SjbaS2PMPefu2zQ,5787,0.20572377635893146,11.165775354486492,20.572377635893147,14.677839850012655,-8.196188470131656,49.340943741917954
ONG,BJPTkXJpX5tJ1YgHPRRufg,9913,0.20473603997680181,8.733133229460735,20.473603997680183,8.771372048991031,3.2817147816577616,37.665493213702604
ABS,zaeJugQlx6rfFr3i8iYbDQ,6159,0.2042745601813463,10.501628515715701,20.42745601813463,13.381399893062637,-5.800087772268139,46.6549998085374
PS,BSS/HTjAdqZ1Eisb/u7hCg,5376,0.203292409138244,4.6273221680281775,20.3292409138244,6.311028005933419,7.9596260221948985,32.6988558054539
PS,MlMfISlgBNMmkfnaI7C7AA,7805,0.20257527087120045,7.30599661975218,20.257527087120046,8.269762043959664,4.048793480959105,36.46626069328099
PS,6Az0LfAZpAEJQRgU9XuVug,15504,0.20143067881213145,5.790528332437577,20.143067881213145,4.650464259975451,11.02815793166126,29.25797783076503
PS,XMWZxh9y7C72HB35RKrO+g,5359,0.20134446621886562,6.409448525139251,20.13444662188656,8.755456315616145,2.9737522432789163,37.295141000494205
ABS,N2yoKn8LBJ/tszjmMAFCnQ,5925,0.2013337567970471,9.428370739777197,20.13337567970471,12.24876983794419,-3.874213202665903,44.140964562075325
ONG,a0oonxL4T7crPIcY3HPv4g,8727,0.20119137051642808,11.01967971205834,20.119137051642806,11.796046718318856,-3.001114516262149,43.23938861954776
IPN,nyPVSOFVqvujMSGG/8ZfNw,5755,0.20088036414543303,4.674048348384031,20.088036414543303,6.161274192496214,8.011938997250724,32.16413383183588
PS,pjhEz3nklpRh8Yiebg/gfg,5460,0.20070604548649693,7.659442327323518,20.070604548649694,10.365752356438453,-0.24627006996967182,40.38747916726906
PTY,cM7QlxZkWTKDZ2IVpBpk0w,5163,0.2004650420329436,8.946532709325071,20.04650420329436,12.450984473912008,-4.3574253655731745,44.4504337721619
FTP,JQh+mbiBCLC30fuUkIk39A,5686,0.19981972935976086,8.791931119170256,19.981972935976085,11.659524766060297,-2.870695605502096,42.83464147745427
PS,qJytObv8gRVPaomHTmS+8A,5010,0.19849700400170808,4.682794785992612,19.849700400170807,6.615859341445192,6.882616090938232,32.81678470940338
PS,5qYZnB4aJ1ySGSYp3XB2TA,8330,0.19817436870549765,5.85290171410104,19.817436870549766,6.412815282686085,7.24831891648504,32.38655482461449
PS,C96KoUU7UVs89E58ZedC7w,6523,0.19791047271054393,8.41184590297699,19.791047271054392,10.415200119228594,-0.6227449626336501,40.20483950474244
PS,pzn4+JjrnnorJNWFpSmLSw,11224,0.1975129217775512,7.998195498591145,19.75129217775512,7.549499945305369,4.954272284956595,34.54831207055364
PS,kxPhs4ePFqMy52CInAJ2aw,11277,0.19739159520649738,8.566651480487982,19.73915952064974,8.067041823009454,3.9277575475512094,35.55056149374827
PTY,BYSXJHnCRu4U3jLTX0n0hg,8874,0.19710828814800793,9.866817131296187,19.71082881480079,10.474115701685584,-0.8184379605029513,40.24009559010453
PTY,eKJRBYoZfoZJUThalwmNRA,9127,0.19693875497947247,11.600798591942791,19.693875497947246,12.142940348067516,-4.106287584265083,43.494038580159575
PTY,9EOP/c9I+u415Ycwyo5vlw,5569,0.19618371177132263,12.440926631489031,19.618371177132264,16.671094755334497,-13.056974543323353,52.293716897587885
PTY,bUNyuReOKSyepcCYVHyJsg,22378,0.19610166818433564,9.408636045760986,19.610166818433562,6.289498737592833,7.28274929275161,31.937584344115514
PTY,2fMT+41aXpBpzGPkfJ5nCw,12402,0.19540466451102775,9.778055650338636,19.540466451102777,8.780245135832754,2.3311859848705794,36.749746917334974
IPN,4GTwdZSEkHY6lT7Cg5WkZQ,7853,0.19508457451007571,4.867323184915873,19.508457451007573,5.4925293354219455,8.74309995358056,30.273814948434584
ABS,4JwUWe5XUi1dFZ1f6kw9Ug,6588,0.19480396080004422,9.149344384771792,19.48039608000442,11.27231664085348,-2.6133445360684,41.57413669607725
PTY,9WmMVl4E9AEvyu25enMigA,5456,0.19355278754336458,8.70795744979331,19.355278754336457,11.789058355006437,-3.751275621476161,42.461833130149074
ONG,X9pVudvQIgeyVW7rNfLhEA,10653,0.19316452443998353,10.793942423703065,19.31645244399835,10.457891545839722,-1.1810149858475043,39.813919873844206
IPN,s5tEuSAV68STbcSYOkyNww,5512,0.19309688044822787,6.693695184255335,19.30968804482279,9.015946526179203,1.6384328535115529,36.980943236134024
PS,QFRmkrcWDrhgsmoWbojuag,11280,0.19166508146647548,6.423173358351456,19.166508146647548,6.047767596411849,7.312883657680324,31.02013263561477
IPN,fVRsyMLqteGR0ssVXg3wyA,7623,0.19152893132461615,4.890115238727564,19.152893132461614,5.600878270181985,8.175171722904924,30.130614542018304
PTY,H8SL7jR8tsyNh+LVQYJztg,11995,0.1899692901795658,8.539407469223745,18.996929017956578,7.797001375564174,3.714806321850796,34.27905171406236
PTY,UsreJ3MiUAgMa8iRpckTqA,8510,0.18993936751112253,7.949937239985386,18.993936751112255,8.617849792191967,2.102951158416001,35.88492234380851
PS,bEWjsc4wH3LteN0/54Dy5g,28547,0.18978126612299587,6.856655861024811,18.978126612299587,4.0581875580773,11.024078998468077,26.932174226131096
PTY,qs6mSLIxjya3ULu/U1OJ2g,6874,0.1884511193942852,8.973558647888662,18.84511193942852,10.823306112450469,-2.3685680409743988,40.058791919831435
PS,u4oxO2gV6M9/j3v9n8pqug,5872,0.1883242559078091,10.899826887998012,18.83242559078091,14.224158304660046,-9.046924686352778,46.7117758679146
PTY,p+D5DyoiesAjUQyPuW9qHQ,6932,0.18766734189962764,7.882168858188224,18.766734189962765,9.467088945094678,0.2112398575771941,37.32222852234834
IPN,lTTzUUdY9M7eEqaYZhVobQ,7509,0.18700370612038422,2.09510019842329,18.700370612038423,2.417763104151795,13.961554927900906,23.43918629617594
FTP,6C0/bKTA5y9vb4dIT+ERZA,6095,0.18677563022660174,11.192956443258996,18.677563022660173,14.33698922200601,-9.422935852471603,46.77806189779195
PS,N4wVN5Rz4s4qHS7DZvO8Cg,6076,0.1866941664213409,6.3224896390963155,18.66941664213409,8.11109043707892,2.771679385459409,34.567153898808776
PS,huRGoXPzfJtQ4FV8urG9OA,5264,0.18653416774578188,9.139130414756503,18.653416774578186,12.596414246037035,-6.035555147654403,43.34238869681077
FTP,W2i1KYYmxnsMNzT5IZWJUA,7923,0.1861598065575987,24.928911751589677,18.61598065575987,28.00647770219483,-36.276715640541994,73.50867695206173
ONG,wtZ8L6RhxMAom3ZciXoB4w,8653,0.18571319145201176,7.464486839336882,18.571319145201176,8.02447456490445,2.843348997988455,34.299289292413896
PTY,lpSYBeNDckIAepugrmZCAA,11943,0.18472829348197373,7.929650066916228,18.472829348197372,7.256000538836588,4.25106829207766,32.69459040431708
PTY,qtbOcmrglYLnNuBONSr+Bg,6662,0.18348234147085052,9.163430202278974,18.34823414708505,11.226794210451548,-3.6562825053999823,40.35275079957009
PS,g5NkogAqgkyjD+0Ye9Bv4Q,8897,0.1825203739681967,7.717842707720123,18.25203739681967,8.182276059927304,2.214776319362155,34.28929847427719
PS,+6xZ7fon6/HmtBhNzxMV6A,15569,0.18233870275831152,11.565687127729454,18.23387027583115,9.269174973349777,0.06628732806558801,36.40145322359672
PS,QLlQpTIi738XaiH5P1EkmA,5688,0.18226001911050654,8.668797005099316,18.226001911050655,11.494207670745855,-4.302645123611221,40.75464894571253
PS,Ez6O74DhD7hxtWmbMr3wDw,8306,0.18063408103671716,7.44104829043417,18.063408103671716,8.164661042301569,2.060672460760639,34.066143746582796
PTY,1qopximbqsFH40KuL0zpqw,20231,0.18056352808445472,6.393865776451718,18.05635280844547,4.495260250654174,9.24564271716329,26.86706289972765
ABS,X2s52YuzwLCa+hRCnbNDJg,5259,0.17955647912467926,9.274684896163082,17.955647912467924,12.78932365786494,-7.11142645694736,43.022722281883205
PS,xheQI0fVCw4Vd2+u1ZUL9w,5452,0.17702035905871205,9.710933263980674,17.702035905871206,13.15173489315072,-8.075364484704206,43.47943629644662
ONG,carkqWcs+RqsswES+OKH1Q,10952,0.17641564812769717,14.39701262157704,17.641564812769715,13.757061153439784,-9.322275047972262,44.60540467351169
ONG,tqXxnWD/TyRPGsK+Pu03Lg,9887,0.17546951566601748,9.990612644606209,17.54695156660175,10.04754254386591,-2.146231819375437,37.240134952578934
PS,EE16Ua5b1HSsYej5zeXOlA,5607,0.17504547997665995,7.793214788608952,17.504547997665995,10.407618584322837,-2.894384427606763,37.903480422938756
ABS,jgG1QMRGlfI0W1sCYxFI7A,6187,0.1750378443338537,12.596144553744018,17.50378443338537,16.013917174327702,-13.883493228296924,48.89106209506767
